response_date,label,percent_mc
2020-06-04,Tennessee,0.6861547540612782
2020-06-04,Texas,0.790872918748746
2020-06-04,Utah,0.7422953260906353
2020-06-04,Vermont,0.8020015698587127
2020-06-04,Virginia,0.835726877841398
2020-06-04,Washington,0.7760542614386069
2020-06-04,West Virginia,0.732142857142857
2020-06-04,Wisconsin,0.7036506697150036
2020-06-04,Wyoming,0.6791666666666666
2020-06-05,Alabama,0.7171902096401271
2020-06-05,Alaska,0.7795178677531619
2020-06-05,Arizona,0.7103116708303782
2020-06-05,Arkansas,0.7221420611297743
2020-06-05,California,0.8465728772955743
2020-06-05,Colorado,0.7863548820009342
2020-06-05,Connecticut,0.8891261292810095
2020-06-05,Delaware,0.9062049062049061
2020-06-05,District of Columbia (DC),0.9421579532814237
2020-06-05,Florida,0.7628509816096591
2020-06-05,Georgia,0.7797863370911684
2020-06-05,Hawaii,0.8842354333037563
2020-06-05,Idaho,0.6458583433373348
2020-06-05,Illinois,0.8434269238047131
2020-06-05,Indiana,0.7398522313935847
2020-06-05,Iowa,0.6589075412550375
2020-06-05,Kansas,0.6718597262952102
2020-06-05,Kentucky,0.7413219100243695
2020-06-05,Louisiana,0.7667421637918738
2020-06-05,Maine,0.7071111815014254
2020-06-05,Maryland,0.9031381331884129
2020-06-05,Massachusetts,0.8779324752700288
2020-06-05,Michigan,0.8085677295016471
2020-06-05,Minnesota,0.7215731444194015
2020-06-05,Mississippi,0.7490589121023903
2020-06-05,Missouri,0.6955648465986812
2020-06-05,Montana,0.5073534685313936
2020-06-05,Nebraska,0.7235714285714285
2020-06-05,Nevada,0.7575609558551989
2020-06-05,New Hampshire,0.8358463002425851
2020-06-05,New Jersey,0.8718823354630874
2020-06-05,New Mexico,0.8075158598011871
2020-06-05,New York,0.8973508629588413
2020-06-05,North Carolina,0.7813244880539482
2020-06-05,North Dakota,0.4619047619047619
2020-06-05,Ohio,0.7574596431388473
2020-06-05,Oklahoma,0.6735715662013636
2020-06-05,Oregon,0.7539885880278036
2020-06-05,Pennsylvania,0.8689427501797136
2020-06-05,Rhode Island,0.8762098140691683
2020-06-05,South Carolina,0.7057759411862087
2020-06-05,South Dakota,0.5954789571330925
2020-06-05,Tennessee,0.6594587833653075
2020-06-05,Texas,0.7862045422527709
2020-06-05,Utah,0.7277828544353064
2020-06-05,Vermont,0.7841444270015698
2020-06-05,Virginia,0.8384431158517537
2020-06-05,Washington,0.7807161261845053
2020-06-05,West Virginia,0.726190476190476
2020-06-05,Wisconsin,0.7042070753347003
2020-06-05,Wyoming,0.6702380952380952
2020-06-06,Alabama,0.7160427627095476
2020-06-06,Alaska,0.7555082639116252
2020-06-06,Arizona,0.7142872870508924
2020-06-06,Arkansas,0.7339986256179177
2020-06-06,California,0.8505810926930263
2020-06-06,Colorado,0.7966559773742607
2020-06-06,Connecticut,0.8802949604498408
2020-06-06,Delaware,0.8622782446311857
2020-06-06,District of Columbia (DC),0.9488753737919478
2020-06-06,Florida,0.7649823943894641
2020-06-06,Georgia,0.7776786087539318
2020-06-06,Hawaii,0.9090801538006508
2020-06-06,Idaho,0.6077631052420969
2020-06-06,Illinois,0.8390754292968148
2020-06-06,Indiana,0.7466101977380173
2020-06-06,Iowa,0.6715294574914116
2020-06-06,Kansas,0.6710218544895964
2020-06-06,Kentucky,0.7450085459690701
2020-06-06,Louisiana,0.7799825819103406
2020-06-06,Maine,0.6904936526887746
2020-06-06,Maryland,0.9010704640154806
2020-06-06,Massachusetts,0.874851513678429
2020-06-06,Michigan,0.8054995916774117
2020-06-06,Minnesota,0.721778104452195
2020-06-06,Mississippi,0.7530271660706442
2020-06-06,Missouri,0.7053677421158624
2020-06-06,Montana,0.5277616317966998
2020-06-06,Nebraska,0.7307142857142856
2020-06-06,Nevada,0.7399924132866563
2020-06-06,New Hampshire,0.8244417384178552
2020-06-06,New Jersey,0.8680556719067223
2020-06-06,New Mexico,0.830730145515473
2020-06-06,New York,0.8973711422040477
2020-06-06,North Carolina,0.7757189527787882
2020-06-06,North Dakota,0.4482993197278911
2020-06-06,Ohio,0.7514891698431461
2020-06-06,Oklahoma,0.6715465293825125
2020-06-06,Oregon,0.7590923062274123
2020-06-06,Pennsylvania,0.8632365542621717
2020-06-06,Rhode Island,0.9086773465367008
2020-06-06,South Carolina,0.7179659369827619
2020-06-06,South Dakota,0.6604140220681574
2020-06-06,Tennessee,0.6861547540612782
2020-06-06,Texas,0.790872918748746
2020-06-06,Utah,0.7422953260906352
2020-06-06,Vermont,0.8020015698587127
2020-06-06,Virginia,0.835726877841398
2020-06-06,Washington,0.7760542614386069
2020-06-06,West Virginia,0.7321428571428571
2020-06-06,Wisconsin,0.7036506697150037
2020-06-06,Wyoming,0.6791666666666667
2020-06-07,Alabama,0.6971613005291164
2020-06-07,Alaska,0.740665963355039
2020-06-07,Arizona,0.6860075690377654
2020-06-07,Arkansas,0.7442027072505708
2020-06-07,California,0.8570307458753096
2020-06-07,Colorado,0.7947900272324485
2020-06-07,Connecticut,0.8765624724653843
2020-06-07,Delaware,0.8577827401356812
2020-06-07,District of Columbia (DC),0.9402348207965561
2020-06-07,Florida,0.7760109008520117
2020-06-07,Georgia,0.7676489558671362
2020-06-07,Hawaii,0.8896923986986097
2020-06-07,Idaho,0.602861144457783
2020-06-07,Illinois,0.8458647907601747
2020-06-07,Indiana,0.7419692302399068
2020-06-07,Iowa,0.6428755716946687
2020-06-07,Kansas,0.6520648151521222
2020-06-07,Kentucky,0.7419269714589241
2020-06-07,Louisiana,0.7423885969479347
2020-06-07,Maine,0.6893031764982984
2020-06-07,Maryland,0.8957798712463287
2020-06-07,Massachusetts,0.8680552837360703
2020-06-07,Michigan,0.81488690904952
2020-06-07,Minnesota,0.7145763481874703
2020-06-07,Mississippi,0.7738107303324695
2020-06-07,Missouri,0.6938747238559267
2020-06-07,Montana,0.5181261060321418
2020-06-07,Nebraska,0.6622619047619047
2020-06-07,Nevada,0.7420426019040091
2020-06-07,New Hampshire,0.8496518224514686
2020-06-07,New Jersey,0.8668962601247503
2020-06-07,New Mexico,0.8314684253235202
2020-06-07,New York,0.8961562710096683
2020-06-07,North Carolina,0.7894926110624283
2020-06-07,North Dakota,0.5554421768707483
2020-06-07,Ohio,0.7314114018938611
2020-06-07,Oklahoma,0.6748855999504988
2020-06-07,Oregon,0.7540892468025842
2020-06-07,Pennsylvania,0.8636850482665149
2020-06-07,Rhode Island,0.9124970562387635
2020-06-07,South Carolina,0.7108230798399049
2020-06-07,South Dakota,0.709393613904892
2020-06-07,Tennessee,0.6927868784136099
2020-06-07,Texas,0.8043979505108598
2020-06-07,Utah,0.7171038232871922
2020-06-07,Vermont,0.7727498691784406
2020-06-07,Virginia,0.8463933065750535
2020-06-07,Washington,0.781539277286317
2020-06-07,West Virginia,0.6785714285714286
2020-06-07,Wisconsin,0.7082294242937581
2020-06-07,Wyoming,0.6886904761904762
2020-06-08,Alabama,0.7022488056166215
2020-06-08,Alaska,0.7152691379582137
2020-06-08,Arizona,0.7124826752092662
2020-06-08,Arkansas,0.7411450381899152
2020-06-08,California,0.8560513483462138
2020-06-08,Colorado,0.7954156789529907
2020-06-08,Connecticut,0.8773764352632814
2020-06-08,Delaware,0.8562842386371797
2020-06-08,District of Columbia (DC),0.9347403153020504
2020-06-08,Florida,0.7776278890577124
2020-06-08,Georgia,0.7611050035392805
2020-06-08,Hawaii,0.8896923986986098
2020-06-08,Idaho,0.6273509403761505
2020-06-08,Illinois,0.8443386007639181
2020-06-08,Indiana,0.7538078545785313
2020-06-08,Iowa,0.6543887295894055
2020-06-08,Kansas,0.6580171961045033
2020-06-08,Kentucky,0.7450725587341334
2020-06-08,Louisiana,0.7516250501499051
2020-06-08,Maine,0.7035888907840127
2020-06-08,Maryland,0.8999339092986717
2020-06-08,Massachusetts,0.8705300589964682
2020-06-08,Michigan,0.8133465889045488
2020-06-08,Minnesota,0.7224673897877322
2020-06-08,Mississippi,0.7688301666784364
2020-06-08,Missouri,0.6929981341942903
2020-06-08,Montana,0.5378259184148809
2020-06-08,Nebraska,0.6602450980392155
2020-06-08,Nevada,0.7445936223121723
2020-06-08,New Hampshire,0.824976497776144
2020-06-08,New Jersey,0.8717830062147245
2020-06-08,New Mexico,0.8342558817695133
2020-06-08,New York,0.8944250360422817
2020-06-08,North Carolina,0.781493717725189
2020-06-08,North Dakota,0.5541999408459035
2020-06-08,Ohio,0.7357247659491607
2020-06-08,Oklahoma,0.6650533269603309
2020-06-08,Oregon,0.7534715638319599
2020-06-08,Pennsylvania,0.8629226527672774
2020-06-08,Rhode Island,0.9090268422422336
2020-06-08,South Carolina,0.7056267258063414
2020-06-08,South Dakota,0.7290581598852275
2020-06-08,Tennessee,0.6946487713683887
2020-06-08,Texas,0.8120639395027773
2020-06-08,Utah,0.7418937392535787
2020-06-08,Vermont,0.7713165199190044
2020-06-08,Virginia,0.8400045184183097
2020-06-08,Washington,0.7758233287506391
2020-06-08,West Virginia,0.6558441558441558
2020-06-08,Wisconsin,0.7088077578169484
2020-06-08,Wyoming,0.7039965986394557
2020-06-09,Alabama,0.6927404568225584
2020-06-09,Alaska,0.7486024712915469
2020-06-09,Arizona,0.7207639636282482
2020-06-09,Arkansas,0.7373530555246931
2020-06-09,California,0.857893158368652
2020-06-09,Colorado,0.7854369635404453
2020-06-09,Connecticut,0.8852227556096017
2020-06-09,Delaware,0.842395349748291
2020-06-09,District of Columbia (DC),0.9200883006500358
2020-06-09,Florida,0.7679170762613456
2020-06-09,Georgia,0.7539960715156727
2020-06-09,Hawaii,0.8911416740609286
2020-06-09,Idaho,0.5814125650260105
2020-06-09,Illinois,0.8443151777203277
2020-06-09,Indiana,0.7399230906937674
2020-06-09,Iowa,0.6628692331739482
2020-06-09,Kansas,0.6607428654968394
2020-06-09,Kentucky,0.7635910772526517
2020-06-09,Louisiana,0.7372782858031408
2020-06-09,Maine,0.7198226570177789
2020-06-09,Maryland,0.9017968005058253
2020-06-09,Massachusetts,0.8684759040011367
2020-06-09,Michigan,0.816583216522024
2020-06-09,Minnesota,0.7251463029144065
2020-06-09,Mississippi,0.7578221270989683
2020-06-09,Missouri,0.6841449093600529
2020-06-09,Montana,0.5313743055116551
2020-06-09,Nebraska,0.6673879551820728
2020-06-09,Nevada,0.7509398700377304
2020-06-09,New Hampshire,0.8455636800174615
2020-06-09,New Jersey,0.8735754489918086
2020-06-09,New Mexico,0.8427044224761184
2020-06-09,New York,0.8915552414023175
2020-06-09,North Carolina,0.7664740898023354
2020-06-09,North Dakota,0.544676131322094
2020-06-09,Ohio,0.7346367450591595
2020-06-09,Oklahoma,0.6734788802802505
2020-06-09,Oregon,0.7494643760511873
2020-06-09,Pennsylvania,0.8573812636642445
2020-06-09,Rhode Island,0.9019149065588693
2020-06-09,South Carolina,0.7221801067977864
2020-06-09,South Dakota,0.7570084704442337
2020-06-09,Tennessee,0.6749932495852072
2020-06-09,Texas,0.8014619169406219
2020-06-09,Utah,0.7418937392535787
2020-06-09,Vermont,0.7475069961094806
2020-06-09,Virginia,0.826383255959838
2020-06-09,Washington,0.7745496364159943
2020-06-09,West Virginia,0.6558441558441558
2020-06-09,Wisconsin,0.70398916371264
2020-06-09,Wyoming,0.7147108843537414
2020-06-10,Alabama,0.6835473845226899
2020-06-10,Alaska,0.7089199316090071
2020-06-10,Arizona,0.7183419295482998
2020-06-10,Arkansas,0.7273783339287376
2020-06-10,California,0.8563105367299394
2020-06-10,Colorado,0.7889518608468624
2020-06-10,Connecticut,0.8796425724994014
2020-06-10,Delaware,0.8413423486952898
2020-06-10,District of Columbia (DC),0.9053099755268831
2020-06-10,Florida,0.770890628869032
2020-06-10,Georgia,0.7467185072697464
2020-06-10,Hawaii,0.890741513996903
2020-06-10,Idaho,0.5792583700146724
2020-06-10,Illinois,0.8447397902613841
2020-06-10,Indiana,0.74618641691978
2020-06-10,Iowa,0.6609559678678257
2020-06-10,Kansas,0.6428857226396965
2020-06-10,Kentucky,0.7664796501778932
2020-06-10,Louisiana,0.7286575961479683
2020-06-10,Maine,0.726965514160636
2020-06-10,Maryland,0.90246266006999
2020-06-10,Massachusetts,0.8681769022866298
2020-06-10,Michigan,0.8173354055095071
2020-06-10,Minnesota,0.7308457337292281
2020-06-10,Mississippi,0.7597057919573167
2020-06-10,Missouri,0.6854429805271197
2020-06-10,Montana,0.5586036254239019
2020-06-10,Nebraska,0.6741653638199465
2020-06-10,Nevada,0.7308876631084471
2020-06-10,New Hampshire,0.8279058992017859
2020-06-10,New Jersey,0.87325642483042
2020-06-10,New Mexico,0.8390493018912991
2020-06-10,New York,0.8916341735676787
2020-06-10,North Carolina,0.7655843299248745
2020-06-10,North Dakota,0.5754453620913248
2020-06-10,Ohio,0.72856425038965
2020-06-10,Oklahoma,0.6661528729542432
2020-06-10,Oregon,0.7491089308428008
2020-06-10,Pennsylvania,0.8432721433228295
2020-06-10,Rhode Island,0.8960408464084934
2020-06-10,South Carolina,0.7082187082848928
2020-06-10,South Dakota,0.7475282481493661
2020-06-10,Tennessee,0.6756454759599373
2020-06-10,Texas,0.7983327516511336
2020-06-10,Utah,0.7347508821107216
2020-06-10,Vermont,0.7413531499556344
2020-06-10,Virginia,0.8219143777885377
2020-06-10,Washington,0.7671916517555216
2020-06-10,West Virginia,0.6518759018759018
2020-06-10,Wisconsin,0.6978347342005463
2020-06-10,Wyoming,0.6984771181199753
2020-06-11,Alabama,0.6561708712940162
2020-06-11,Alaska,0.7063225290116046
2020-06-11,Arizona,0.7200218698170903
2020-06-11,Arkansas,0.746652710345971
2020-06-11,California,0.8570207302241118
2020-06-11,Colorado,0.789317703092283
2020-06-11,Connecticut,0.8781948367996972
2020-06-11,Delaware,0.8326382867997385
2020-06-11,District of Columbia (DC),0.9101975610596299
2020-06-11,Florida,0.773266565771986
2020-06-11,Georgia,0.7468729280124025
2020-06-11,Hawaii,0.8921870922281956
2020-06-11,Idaho,0.5752721601461097
2020-06-11,Illinois,0.8525325498998972
2020-06-11,Indiana,0.7404589303069816
2020-06-11,Iowa,0.6561116058806067
2020-06-11,Kansas,0.6361538632292656
2020-06-11,Kentucky,0.7681870147632557
2020-06-11,Louisiana,0.7420840193488276
2020-06-11,Maine,0.7367640489591708
2020-06-11,Maryland,0.8947557205448685
2020-06-11,Massachusetts,0.8761394098473695
2020-06-11,Michigan,0.8191578240123686
2020-06-11,Minnesota,0.7268880000525124
2020-06-11,Mississippi,0.7545018302316159
2020-06-11,Missouri,0.685500114242868
2020-06-11,Montana,0.5271684707168578
2020-06-11,Nebraska,0.6567333910308308
2020-06-11,Nevada,0.719970818758767
2020-06-11,New Hampshire,0.8368822170016331
2020-06-11,New Jersey,0.881646847378341
2020-06-11,New Mexico,0.8287698412698412
2020-06-11,New York,0.8900639765233438
2020-06-11,North Carolina,0.763697818676404
2020-06-11,North Dakota,0.6243871610331237
2020-06-11,Ohio,0.7268803153833783
2020-06-11,Oklahoma,0.6675871816174674
2020-06-11,Oregon,0.7517356710581936
2020-06-11,Pennsylvania,0.8315133447715963
2020-06-11,Rhode Island,0.8933670496170495
2020-06-11,South Carolina,0.70004877364437
2020-06-11,South Dakota,0.7203173637956246
2020-06-11,Tennessee,0.6669204574551262
2020-06-11,Texas,0.7959449855455624
2020-06-11,Utah,0.716338479836379
2020-06-11,Vermont,0.7219915591654722
2020-06-11,Virginia,0.8253086668971126
2020-06-11,Washington,0.7805835918097154
2020-06-11,West Virginia,0.6315677786266021
2020-06-11,Wisconsin,0.6919605271068271
2020-06-11,Wyoming,0.7243274582560296
2020-06-12,Alabama,0.6531919225319349
2020-06-12,Alaska,0.6695578231292517
2020-06-12,Arizona,0.7108852777659254
2020-06-12,Arkansas,0.739325069209231
2020-06-12,California,0.8604678338244969
2020-06-12,Colorado,0.8024426296866531
2020-06-12,Connecticut,0.8801401255534966
2020-06-12,Delaware,0.8147415493908061
2020-06-12,District of Columbia (DC),0.9251400897952621
2020-06-12,Florida,0.7704341600824375
2020-06-12,Georgia,0.7453486741716839
2020-06-12,Hawaii,0.9002250900360144
2020-06-12,Idaho,0.5614193462932959
2020-06-12,Illinois,0.8527391155498599
2020-06-12,Indiana,0.7410649945497914
2020-06-12,Iowa,0.6693362948716521
2020-06-12,Kansas,0.6517407431425212
2020-06-12,Kentucky,0.7551489120319979
2020-06-12,Louisiana,0.7507326007326007
2020-06-12,Maine,0.7520501004371972
2020-06-12,Maryland,0.8883122469961318
2020-06-12,Massachusetts,0.8731782631102892
2020-06-12,Michigan,0.8234092806926017
2020-06-12,Minnesota,0.7379879624255213
2020-06-12,Mississippi,0.7545018302316158
2020-06-12,Missouri,0.6869767625945165
2020-06-12,Montana,0.5562346426401725
2020-06-12,Nebraska,0.666937472663484
2020-06-12,Nevada,0.7096603407063533
2020-06-12,New Hampshire,0.8512563877225532
2020-06-12,New Jersey,0.8817032611362948
2020-06-12,New Mexico,0.8278709102688693
2020-06-12,New York,0.8935195488852014
2020-06-12,North Carolina,0.7625752726866648
2020-06-12,North Dakota,0.6148633515093143
2020-06-12,Ohio,0.7209883350233127
2020-06-12,Oklahoma,0.6729797272161987
2020-06-12,Oregon,0.7464023377248602
2020-06-12,Pennsylvania,0.8289292419394737
2020-06-12,Rhode Island,0.9026685589185588
2020-06-12,South Carolina,0.7085957821913786
2020-06-12,South Dakota,0.729351807612677
2020-06-12,Tennessee,0.6755520364024946
2020-06-12,Texas,0.7930977857175499
2020-06-12,Utah,0.7193221294365699
2020-06-12,Vermont,0.7739396111135242
2020-06-12,Virginia,0.8289038896412714
2020-06-12,Washington,0.783535541820489
2020-06-12,West Virginia,0.6193260894981205
2020-06-12,Wisconsin,0.6889315940146028
2020-06-12,Wyoming,0.6886131725417439
2020-06-13,Alabama,0.6698585891986015
2020-06-13,Alaska,0.6727801646974578
2020-06-13,Arizona,0.7117797914155409
2020-06-13,Arkansas,0.7255888054729672
2020-06-13,California,0.8588843779103323
2020-06-13,Colorado,0.7955798593578407
2020-06-13,Connecticut,0.8906701360835071
2020-06-13,Delaware,0.8535787058750214
2020-06-13,District of Columbia (DC),0.9297237414377372
2020-06-13,Florida,0.7644584577440572
2020-06-13,Georgia,0.7402666413585586
2020-06-13,Hawaii,0.8798169267707082
2020-06-13,Idaho,0.6018955367694863
2020-06-13,Illinois,0.8651021565640911
2020-06-13,Indiana,0.7209402779965034
2020-06-13,Iowa,0.6784938040291614
2020-06-13,Kansas,0.6707734345890057
2020-06-13,Kentucky,0.7504977492413003
2020-06-13,Louisiana,0.7403429903429904
2020-06-13,Maine,0.7661788288516399
2020-06-13,Maryland,0.8849249126809624
2020-06-13,Massachusetts,0.8823767913457715
2020-06-13,Michigan,0.8294001883825384
2020-06-13,Minnesota,0.7549550886185225
2020-06-13,Mississippi,0.7551919613565294
2020-06-13,Missouri,0.6847091888983713
2020-06-13,Montana,0.546710833116363
2020-06-13,Nebraska,0.6597946155206268
2020-06-13,Nevada,0.7157958718418845
2020-06-13,New Hampshire,0.8761996983801494
2020-06-13,New Jersey,0.8834277827206296
2020-06-13,New Mexico,0.8048667085881971
2020-06-13,New York,0.8968439280710627
2020-06-13,North Carolina,0.7651760936687099
2020-06-13,North Dakota,0.6046592698766612
2020-06-13,Ohio,0.7221746632131252
2020-06-13,Oklahoma,0.688736029737207
2020-06-13,Oregon,0.7484555281903571
2020-06-13,Pennsylvania,0.8336019885477042
2020-06-13,Rhode Island,0.8788590351090351
2020-06-13,South Carolina,0.7032641762319387
2020-06-13,South Dakota,0.6436375218983914
2020-06-13,Tennessee,0.6595598984591371
2020-06-13,Texas,0.7879504971341904
2020-06-13,Utah,0.7076005177149581
2020-06-13,Vermont,0.7989396111135241
2020-06-13,Virginia,0.8467900249871294
2020-06-13,Washington,0.7940797595075637
2020-06-13,West Virginia,0.6225728427448737
2020-06-13,Wisconsin,0.6924563711242856
2020-06-13,Wyoming,0.6582560296846011
2020-06-14,Alabama,0.6897817554632313
2020-06-14,Alaska,0.656453634085213
2020-06-14,Arizona,0.7445996847005505
2020-06-14,Arkansas,0.7167156910097906
2020-06-14,California,0.8488236869672885
2020-06-14,Colorado,0.7891319213309554
2020-06-14,Connecticut,0.8765372101858753
2020-06-14,Delaware,0.8474248597211751
2020-06-14,District of Columbia (DC),0.9475808842948801
2020-06-14,Florida,0.7606962060309858
2020-06-14,Georgia,0.7487700427191027
2020-06-14,Hawaii,0.9066026410564225
2020-06-14,Idaho,0.6138002986742481
2020-06-14,Illinois,0.8684551336012786
2020-06-14,Indiana,0.7112447276452153
2020-06-14,Iowa,0.7005717261070834
2020-06-14,Kansas,0.7022729909332827
2020-06-14,Kentucky,0.749174997918549
2020-06-14,Louisiana,0.7671287046287046
2020-06-14,Maine,0.7831856315727284
2020-06-14,Maryland,0.8763955769352918
2020-06-14,Massachusetts,0.8949474822727446
2020-06-14,Michigan,0.8055074144897645
2020-06-14,Minnesota,0.7700070864291408
2020-06-14,Mississippi,0.7383421445067126
2020-06-14,Missouri,0.7088850130741955
2020-06-14,Montana,0.5640268504323803
2020-06-14,Nebraska,0.7074136631396745
2020-06-14,Nevada,0.6971145531605658
2020-06-14,New Hampshire,0.8761996983801494
2020-06-14,New Jersey,0.884145111648549
2020-06-14,New Mexico,0.7913279597553307
2020-06-14,New York,0.8923582498148925
2020-06-14,North Carolina,0.7582774036446807
2020-06-14,North Dakota,0.509421174638566
2020-06-14,Ohio,0.7387562958661865
2020-06-14,Oklahoma,0.7038380705535335
2020-06-14,Oregon,0.7462980937880248
2020-06-14,Pennsylvania,0.8218372826653513
2020-06-14,Rhode Island,0.8918460480960482
2020-06-14,South Carolina,0.7175498905176529
