percent_mc,mc_se,percent_mc_unw,mc_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.495444,0.049287,0.584158,0.049998,101.0,Afghanistan,AFG,AFG,2020-04-29
0.63689,0.044053,0.663793,0.044844,116.0,Afghanistan,AFG,AFG,2020-05-03
0.690403,0.041066,0.637681,0.039499,138.0,Afghanistan,AFG,AFG,2020-05-04
0.628871,0.040287,0.627586,0.040259,145.0,Afghanistan,AFG,AFG,2020-05-05
0.667123,0.042577,0.640625,0.041816,128.0,Afghanistan,AFG,AFG,2020-05-06
0.585582,0.039764,0.580645,0.039697,155.0,Afghanistan,AFG,AFG,2020-05-07
0.587191,0.038604,0.626582,0.039293,158.0,Afghanistan,AFG,AFG,2020-05-08
0.534433,0.041839,0.556338,0.042008,142.0,Afghanistan,AFG,AFG,2020-05-09
0.566626,0.042974,0.578947,0.043131,133.0,Afghanistan,AFG,AFG,2020-05-10
0.566626,0.042974,0.578947,0.043131,133.0,Afghanistan,AFG,AFG,2020-05-10
0.579186,0.044951,0.586777,0.045068,121.0,Afghanistan,AFG,AFG,2020-05-11
0.560307,0.04402,0.5625,0.044044,128.0,Afghanistan,AFG,AFG,2020-05-12
0.562913,0.042057,0.564286,0.042072,140.0,Afghanistan,AFG,AFG,2020-05-13
0.65581,0.046076,0.636364,0.045507,110.0,Afghanistan,AFG,AFG,2020-05-14
0.585459,0.038882,0.590062,0.038947,161.0,Afghanistan,AFG,AFG,2020-05-15
0.630004,0.036346,0.604396,0.035886,182.0,Afghanistan,AFG,AFG,2020-05-16
0.655803,0.035685,0.664773,0.035915,176.0,Afghanistan,AFG,AFG,2020-05-17
0.662096,0.033156,0.688776,0.033872,196.0,Afghanistan,AFG,AFG,2020-05-18
0.590137,0.037792,0.607143,0.038057,168.0,Afghanistan,AFG,AFG,2020-05-19
0.575434,0.033715,0.588785,0.033867,214.0,Afghanistan,AFG,AFG,2020-05-20
0.575434,0.033715,0.588785,0.033867,214.0,Afghanistan,AFG,AFG,2020-05-20
0.63131,0.036586,0.587912,0.03586,182.0,Afghanistan,AFG,AFG,2020-05-21
0.504518,0.036271,0.536842,0.036368,190.0,Afghanistan,AFG,AFG,2020-05-22
0.608502,0.037936,0.582353,0.037545,170.0,Afghanistan,AFG,AFG,2020-05-23
0.700932,0.040264,0.676471,0.039405,136.0,Afghanistan,AFG,AFG,2020-05-24
0.4432,0.03879,0.48503,0.038556,167.0,Afghanistan,AFG,AFG,2020-05-25
0.570769,0.034542,0.588235,0.03474,204.0,Afghanistan,AFG,AFG,2020-05-26
0.537577,0.034395,0.552381,0.034488,210.0,Afghanistan,AFG,AFG,2020-05-27
0.557975,0.031239,0.577689,0.031409,251.0,Afghanistan,AFG,AFG,2020-05-28
0.471131,0.030657,0.498127,0.030606,267.0,Afghanistan,AFG,AFG,2020-05-29
0.504045,0.030429,0.498155,0.030428,271.0,Afghanistan,AFG,AFG,2020-05-30
0.504045,0.030429,0.498155,0.030428,271.0,Afghanistan,AFG,AFG,2020-05-30
0.588564,0.029889,0.55036,0.029567,278.0,Afghanistan,AFG,AFG,2020-05-31
0.580046,0.030771,0.611111,0.031153,252.0,Afghanistan,AFG,AFG,2020-06-01
0.647805,0.029616,0.629213,0.029287,267.0,Afghanistan,AFG,AFG,2020-06-02
0.673012,0.032465,0.630631,0.031556,222.0,Afghanistan,AFG,AFG,2020-06-03
0.651586,0.034715,0.622449,0.034121,196.0,Afghanistan,AFG,AFG,2020-06-04
0.595959,0.032341,0.629464,0.03286,224.0,Afghanistan,AFG,AFG,2020-06-05
0.626811,0.031282,0.634454,0.031417,238.0,Afghanistan,AFG,AFG,2020-06-06
0.587073,0.032507,0.610619,0.032824,226.0,Afghanistan,AFG,AFG,2020-06-07
0.687343,0.033201,0.658537,0.032457,205.0,Afghanistan,AFG,AFG,2020-06-08
0.684222,0.033798,0.646766,0.032868,201.0,Afghanistan,AFG,AFG,2020-06-09
0.684222,0.033798,0.646766,0.032868,201.0,Afghanistan,AFG,AFG,2020-06-09
0.657596,0.032962,0.671569,0.033304,204.0,Afghanistan,AFG,AFG,2020-06-10
0.69946,0.031482,0.655022,0.030364,229.0,Afghanistan,AFG,AFG,2020-06-11
0.635225,0.027371,0.64918,0.027608,305.0,Afghanistan,AFG,AFG,2020-06-12
0.645551,0.029975,0.644531,0.029955,256.0,Afghanistan,AFG,AFG,2020-06-13
0.631388,0.031233,0.644068,0.03147,236.0,Afghanistan,AFG,AFG,2020-06-14
0.616321,0.032679,0.646512,0.033242,215.0,Afghanistan,AFG,AFG,2020-06-15
0.713252,0.037239,0.640719,0.035101,167.0,Afghanistan,AFG,AFG,2020-06-16
0.60343,0.034932,0.577114,0.034591,201.0,Afghanistan,AFG,AFG,2020-06-17
0.638023,0.03674,0.643275,0.036858,171.0,Afghanistan,AFG,AFG,2020-06-18
0.598864,0.034202,0.647959,0.035099,196.0,Afghanistan,AFG,AFG,2020-06-19
0.598864,0.034202,0.647959,0.035099,196.0,Afghanistan,AFG,AFG,2020-06-19
0.639399,0.03506,0.628272,0.034836,191.0,Afghanistan,AFG,AFG,2020-06-20
0.711756,0.035987,0.703704,0.035697,162.0,Afghanistan,AFG,AFG,2020-06-21
0.604197,0.034961,0.59596,0.034841,198.0,Afghanistan,AFG,AFG,2020-06-22
0.653183,0.036238,0.622222,0.035575,180.0,Afghanistan,AFG,AFG,2020-06-23
0.723457,0.033472,0.698413,0.032622,189.0,Afghanistan,AFG,AFG,2020-06-24
0.555914,0.036095,0.579787,0.036334,188.0,Afghanistan,AFG,AFG,2020-06-25
0.564397,0.039173,0.623377,0.040086,154.0,Afghanistan,AFG,AFG,2020-06-26
0.459233,0.036472,0.550802,0.03654,187.0,Afghanistan,AFG,AFG,2020-06-27
0.658018,0.035548,0.617021,0.03469,188.0,Afghanistan,AFG,AFG,2020-06-28
0.560267,0.039516,0.56962,0.039613,158.0,Afghanistan,AFG,AFG,2020-06-29
0.560267,0.039516,0.56962,0.039613,158.0,Afghanistan,AFG,AFG,2020-06-29
0.628065,0.040314,0.597315,0.039729,149.0,Afghanistan,AFG,AFG,2020-06-30
0.587963,0.039999,0.544872,0.039535,156.0,Afghanistan,AFG,AFG,2020-07-01
0.558574,0.043389,0.572519,0.043551,131.0,Afghanistan,AFG,AFG,2020-07-02
0.556937,0.041179,0.527027,0.040971,148.0,Afghanistan,AFG,AFG,2020-07-03
0.550337,0.043162,0.56391,0.043298,133.0,Afghanistan,AFG,AFG,2020-07-04
0.557373,0.039575,0.53125,0.039391,160.0,Afghanistan,AFG,AFG,2020-07-05
0.521826,0.042509,0.47482,0.042522,139.0,Afghanistan,AFG,AFG,2020-07-06
0.562873,0.042253,0.542857,0.042073,140.0,Afghanistan,AFG,AFG,2020-07-07
0.583833,0.040861,0.567568,0.040656,148.0,Afghanistan,AFG,AFG,2020-07-08
0.44175,0.040633,0.526316,0.040412,152.0,Afghanistan,AFG,AFG,2020-07-09
0.44175,0.040633,0.526316,0.040412,152.0,Afghanistan,AFG,AFG,2020-07-09
0.53266,0.0427,0.514493,0.042627,138.0,Afghanistan,AFG,AFG,2020-07-10
0.562906,0.041958,0.496503,0.041626,143.0,Afghanistan,AFG,AFG,2020-07-11
0.526853,0.041547,0.537931,0.041607,145.0,Afghanistan,AFG,AFG,2020-07-12
0.318463,0.043603,0.388889,0.04167,126.0,Afghanistan,AFG,AFG,2020-07-13
0.44587,0.044727,0.456,0.044637,125.0,Afghanistan,AFG,AFG,2020-07-14
0.524391,0.040859,0.589041,0.041473,146.0,Afghanistan,AFG,AFG,2020-07-15
0.48218,0.042846,0.481752,0.042847,137.0,Afghanistan,AFG,AFG,2020-07-16
0.575989,0.042865,0.544118,0.042533,136.0,Afghanistan,AFG,AFG,2020-07-17
0.418775,0.04506,0.483871,0.044485,124.0,Afghanistan,AFG,AFG,2020-07-18
0.461237,0.044281,0.46875,0.044234,128.0,Afghanistan,AFG,AFG,2020-07-19
0.461237,0.044281,0.46875,0.044234,128.0,Afghanistan,AFG,AFG,2020-07-19
0.469712,0.043605,0.469697,0.043605,132.0,Afghanistan,AFG,AFG,2020-07-20
0.388505,0.042957,0.409091,0.042585,132.0,Afghanistan,AFG,AFG,2020-07-21
0.345169,0.045077,0.421488,0.0434,121.0,Afghanistan,AFG,AFG,2020-07-22
0.479948,0.046381,0.478632,0.046386,117.0,Afghanistan,AFG,AFG,2020-07-23
0.439136,0.043459,0.473684,0.043196,133.0,Afghanistan,AFG,AFG,2020-07-24
0.399419,0.044154,0.420635,0.043807,126.0,Afghanistan,AFG,AFG,2020-07-25
0.429301,0.044865,0.48,0.04445,125.0,Afghanistan,AFG,AFG,2020-07-26
0.448849,0.045675,0.458333,0.045594,120.0,Afghanistan,AFG,AFG,2020-07-27
0.389578,0.047382,0.427273,0.046709,110.0,Afghanistan,AFG,AFG,2020-07-28
0.453625,0.04356,0.462121,0.043497,132.0,Afghanistan,AFG,AFG,2020-07-29
0.453625,0.04356,0.462121,0.043497,132.0,Afghanistan,AFG,AFG,2020-07-29
0.421639,0.048759,0.447619,0.048423,105.0,Afghanistan,AFG,AFG,2020-08-02
0.357216,0.047551,0.352941,0.04768,102.0,Afghanistan,AFG,AFG,2020-08-03
0.444933,0.047551,0.352941,0.049449,102.0,Afghanistan,AFG,AFG,2020-08-04
0.160235,0.041409,0.252252,0.034975,111.0,Afghanistan,AFG,AFG,2020-08-05
0.353686,0.049107,0.405941,0.047811,101.0,Afghanistan,AFG,AFG,2020-08-09
0.492518,0.045809,0.483333,0.04583,120.0,Afghanistan,AFG,AFG,2020-08-11
0.461772,0.047501,0.407407,0.048195,108.0,Afghanistan,AFG,AFG,2020-08-13
0.538728,0.046625,0.5,0.046485,116.0,Afghanistan,AFG,AFG,2020-08-15
0.381507,0.048907,0.39604,0.048576,101.0,Afghanistan,AFG,AFG,2020-08-19
0.321163,0.045316,0.373913,0.043731,115.0,Afghanistan,AFG,AFG,2020-08-21
0.36302,0.044872,0.451613,0.043359,124.0,Afghanistan,AFG,AFG,2020-08-22
0.290006,0.044298,0.350427,0.042131,117.0,Afghanistan,AFG,AFG,2020-08-23
0.521094,0.047111,0.423423,0.047631,111.0,Afghanistan,AFG,AFG,2020-08-24
0.305327,0.049757,0.43,0.046287,100.0,Afghanistan,AFG,AFG,2020-08-25
0.326,0.046533,0.401786,0.044492,112.0,Afghanistan,AFG,AFG,2020-08-28
0.326,0.046533,0.401786,0.044492,112.0,Afghanistan,AFG,AFG,2020-08-28
0.322925,0.04822,0.409524,0.045851,105.0,Afghanistan,AFG,AFG,2020-08-31
0.39352,0.044566,0.401639,0.044412,122.0,Afghanistan,AFG,AFG,2020-09-02
0.467439,0.049714,0.480392,0.049646,102.0,Afghanistan,AFG,AFG,2020-11-23
0.472237,0.049505,0.504854,0.049431,103.0,Afghanistan,AFG,AFG,2020-11-24
0.557231,0.049257,0.509615,0.048943,104.0,Afghanistan,AFG,AFG,2020-11-27
0.362773,0.0449,0.496,0.043177,125.0,Afghanistan,AFG,AFG,2020-11-28
0.458181,0.049742,0.509804,0.049578,102.0,Afghanistan,AFG,AFG,2020-12-01
0.544697,0.048062,0.522936,0.04792,109.0,Afghanistan,AFG,AFG,2020-12-04
0.497675,0.046041,0.564103,0.046423,117.0,Afghanistan,AFG,AFG,2020-12-06
0.497675,0.046041,0.564103,0.046423,117.0,Afghanistan,AFG,AFG,2020-12-06
0.466915,0.049027,0.504762,0.048922,105.0,Afghanistan,AFG,AFG,2020-12-07
0.540805,0.049752,0.5,0.049586,102.0,Afghanistan,AFG,AFG,2020-12-08
0.471551,0.04786,0.481818,0.047814,110.0,Afghanistan,AFG,AFG,2020-12-13
0.470966,0.045147,0.536585,0.045191,123.0,Afghanistan,AFG,AFG,2020-12-14
0.448519,0.046409,0.487179,0.046177,117.0,Afghanistan,AFG,AFG,2020-12-15
0.465516,0.050212,0.52,0.050132,100.0,Afghanistan,AFG,AFG,2020-12-17
0.574425,0.043919,0.612903,0.044581,124.0,Afghanistan,AFG,AFG,2020-12-18
0.402012,0.049512,0.45098,0.048787,102.0,Afghanistan,AFG,AFG,2020-12-19
0.641947,0.049757,0.57,0.048184,100.0,Afghanistan,AFG,AFG,2020-12-20
0.536803,0.045778,0.525,0.045711,120.0,Afghanistan,AFG,AFG,2020-12-22
0.570556,0.049599,0.539216,0.049254,102.0,Afghanistan,AFG,AFG,2020-12-25
0.506646,0.044872,0.548387,0.045079,124.0,Afghanistan,AFG,AFG,2020-12-26
0.446639,0.042782,0.467153,0.04263,137.0,Albania,ALB,ALB,2020-04-23
0.583143,0.044707,0.564516,0.044456,124.0,Albania,ALB,ALB,2020-04-24
0.675659,0.046684,0.62963,0.045256,108.0,Albania,ALB,ALB,2020-04-25
0.438009,0.04001,0.418301,0.040242,153.0,Albania,ALB,ALB,2020-05-03
0.454689,0.039441,0.424051,0.03974,158.0,Albania,ALB,ALB,2020-05-04
0.445576,0.03637,0.5,0.036154,190.0,Albania,ALB,ALB,2020-05-05
0.480637,0.036649,0.486631,0.036634,187.0,Albania,ALB,ALB,2020-05-06
0.386095,0.036342,0.424731,0.035794,186.0,Albania,ALB,ALB,2020-05-07
0.538484,0.036082,0.463542,0.036071,192.0,Albania,ALB,ALB,2020-05-08
0.527729,0.035169,0.487685,0.035126,203.0,Albania,ALB,ALB,2020-05-09
0.494185,0.036425,0.47619,0.036464,189.0,Albania,ALB,ALB,2020-05-10
0.494185,0.036425,0.47619,0.036464,189.0,Albania,ALB,ALB,2020-05-10
0.499605,0.035654,0.454082,0.035806,196.0,Albania,ALB,ALB,2020-05-11
0.485374,0.037497,0.466292,0.037566,178.0,Albania,ALB,ALB,2020-05-12
0.551778,0.038026,0.447674,0.03803,172.0,Albania,ALB,ALB,2020-05-13
0.415558,0.036214,0.471204,0.035753,191.0,Albania,ALB,ALB,2020-05-14
0.444868,0.035489,0.433673,0.035587,196.0,Albania,ALB,ALB,2020-05-15
0.521444,0.032637,0.446352,0.032796,233.0,Albania,ALB,ALB,2020-05-16
0.467101,0.03571,0.492386,0.035637,197.0,Albania,ALB,ALB,2020-05-17
0.383624,0.038636,0.3875,0.038564,160.0,Albania,ALB,ALB,2020-05-18
0.408306,0.035709,0.36612,0.036434,183.0,Albania,ALB,ALB,2020-05-19
0.39526,0.038234,0.328947,0.039787,152.0,Albania,ALB,ALB,2020-05-20
0.39526,0.038234,0.328947,0.039787,152.0,Albania,ALB,ALB,2020-05-20
0.53662,0.037862,0.430233,0.038133,172.0,Albania,ALB,ALB,2020-05-21
0.487762,0.038367,0.392638,0.039272,163.0,Albania,ALB,ALB,2020-05-22
0.386848,0.034289,0.378109,0.034438,201.0,Albania,ALB,ALB,2020-05-23
0.324175,0.035158,0.358289,0.03432,187.0,Albania,ALB,ALB,2020-05-24
0.351592,0.035374,0.323864,0.036093,176.0,Albania,ALB,ALB,2020-05-25
0.441787,0.034806,0.382653,0.035562,196.0,Albania,ALB,ALB,2020-05-26
0.40584,0.035474,0.355191,0.036399,183.0,Albania,ALB,ALB,2020-05-27
0.287043,0.035214,0.295858,0.034902,169.0,Albania,ALB,ALB,2020-05-28
0.360207,0.032366,0.342593,0.03274,216.0,Albania,ALB,ALB,2020-05-29
0.343663,0.033976,0.331606,0.034275,193.0,Albania,ALB,ALB,2020-05-30
0.343663,0.033976,0.331606,0.034275,193.0,Albania,ALB,ALB,2020-05-30
0.394042,0.034241,0.338542,0.035357,192.0,Albania,ALB,ALB,2020-05-31
0.386763,0.039613,0.321429,0.041308,140.0,Albania,ALB,ALB,2020-06-01
0.315818,0.036793,0.320988,0.036635,162.0,Albania,ALB,ALB,2020-06-02
0.339917,0.041415,0.340909,0.041386,132.0,Albania,ALB,ALB,2020-06-03
0.454984,0.041452,0.372263,0.042701,137.0,Albania,ALB,ALB,2020-06-04
0.288018,0.041946,0.294118,0.041687,119.0,Albania,ALB,ALB,2020-06-05
0.281227,0.037245,0.288591,0.036957,149.0,Albania,ALB,ALB,2020-06-06
0.369817,0.037387,0.285714,0.039953,147.0,Albania,ALB,ALB,2020-06-07
0.24232,0.037882,0.28169,0.036085,142.0,Albania,ALB,ALB,2020-06-08
0.292261,0.036586,0.278146,0.037134,151.0,Albania,ALB,ALB,2020-06-09
0.292261,0.036586,0.278146,0.037134,151.0,Albania,ALB,ALB,2020-06-09
0.288491,0.036577,0.290323,0.036509,155.0,Albania,ALB,ALB,2020-06-10
0.363623,0.033611,0.261628,0.036786,172.0,Albania,ALB,ALB,2020-06-11
0.379113,0.030452,0.313305,0.031853,233.0,Albania,ALB,ALB,2020-06-12
0.325395,0.033798,0.353234,0.03313,201.0,Albania,ALB,ALB,2020-06-13
0.360187,0.03166,0.284314,0.033693,204.0,Albania,ALB,ALB,2020-06-14
0.371285,0.03558,0.303571,0.037387,168.0,Albania,ALB,ALB,2020-06-15
0.296843,0.03639,0.288462,0.036696,156.0,Albania,ALB,ALB,2020-06-16
0.428275,0.037591,0.359756,0.038758,164.0,Albania,ALB,ALB,2020-06-17
0.304245,0.035187,0.280488,0.036037,164.0,Albania,ALB,ALB,2020-06-18
0.486317,0.03916,0.353333,0.040946,150.0,Albania,ALB,ALB,2020-06-19
0.486317,0.03916,0.353333,0.040946,150.0,Albania,ALB,ALB,2020-06-19
0.437661,0.040008,0.428571,0.040107,154.0,Albania,ALB,ALB,2020-06-20
0.439529,0.038995,0.374194,0.039995,155.0,Albania,ALB,ALB,2020-06-21
0.413133,0.036801,0.341317,0.038217,167.0,Albania,ALB,ALB,2020-06-22
0.565996,0.038258,0.386503,0.03894,163.0,Albania,ALB,ALB,2020-06-23
0.412445,0.037389,0.395349,0.037645,172.0,Albania,ALB,ALB,2020-06-24
0.408678,0.041396,0.408451,0.041399,142.0,Albania,ALB,ALB,2020-06-25
0.368656,0.040035,0.34507,0.040629,142.0,Albania,ALB,ALB,2020-06-26
0.318059,0.041101,0.357664,0.039935,137.0,Albania,ALB,ALB,2020-06-27
0.335798,0.036777,0.349112,0.036436,169.0,Albania,ALB,ALB,2020-06-28
0.405653,0.036801,0.341317,0.03811,167.0,Albania,ALB,ALB,2020-06-29
0.405653,0.036801,0.341317,0.03811,167.0,Albania,ALB,ALB,2020-06-29
0.323633,0.036704,0.303797,0.037339,158.0,Albania,ALB,ALB,2020-06-30
0.332384,0.035017,0.308571,0.035712,175.0,Albania,ALB,ALB,2020-07-01
0.436162,0.04249,0.369231,0.043662,130.0,Albania,ALB,ALB,2020-07-02
0.256657,0.041606,0.312,0.039225,125.0,Albania,ALB,ALB,2020-07-03
0.370653,0.044241,0.385246,0.043907,122.0,Albania,ALB,ALB,2020-07-04
0.429861,0.042211,0.371212,0.043253,132.0,Albania,ALB,ALB,2020-07-05
0.338603,0.041423,0.335878,0.041505,131.0,Albania,ALB,ALB,2020-07-06
0.461849,0.040764,0.436242,0.04098,149.0,Albania,ALB,ALB,2020-07-07
0.459098,0.043809,0.434109,0.044046,129.0,Albania,ALB,ALB,2020-07-08
0.461769,0.040598,0.412162,0.041119,148.0,Albania,ALB,ALB,2020-07-09
0.461769,0.040598,0.412162,0.041119,148.0,Albania,ALB,ALB,2020-07-09
0.394268,0.040204,0.448052,0.039508,154.0,Albania,ALB,ALB,2020-07-10
0.393848,0.040732,0.373239,0.041148,142.0,Albania,ALB,ALB,2020-07-11
0.348961,0.040383,0.398649,0.039313,148.0,Albania,ALB,ALB,2020-07-12
0.406633,0.041084,0.382979,0.041514,141.0,Albania,ALB,ALB,2020-07-13
0.556458,0.040817,0.490066,0.040564,151.0,Albania,ALB,ALB,2020-07-14
0.556772,0.038438,0.517647,0.038213,170.0,Albania,ALB,ALB,2020-07-15
0.496961,0.040094,0.424837,0.040555,153.0,Albania,ALB,ALB,2020-07-16
0.615678,0.043852,0.503817,0.042663,131.0,Albania,ALB,ALB,2020-07-17
0.487533,0.043162,0.43609,0.043506,133.0,Albania,ALB,ALB,2020-07-18
0.467164,0.042917,0.463235,0.04294,136.0,Albania,ALB,ALB,2020-07-19
0.467164,0.042917,0.463235,0.04294,136.0,Albania,ALB,ALB,2020-07-19
0.497567,0.039283,0.503067,0.039283,163.0,Albania,ALB,ALB,2020-07-20
0.490768,0.042497,0.550725,0.042711,138.0,Albania,ALB,ALB,2020-07-21
0.573307,0.040824,0.496689,0.040384,151.0,Albania,ALB,ALB,2020-07-22
0.531362,0.044017,0.492308,0.043936,130.0,Albania,ALB,ALB,2020-07-23
0.406092,0.039277,0.490798,0.038585,163.0,Albania,ALB,ALB,2020-07-24
0.470377,0.044631,0.531746,0.044643,126.0,Albania,ALB,ALB,2020-07-25
0.500669,0.042865,0.455882,0.043033,136.0,Albania,ALB,ALB,2020-07-26
0.435473,0.039037,0.490909,0.038717,165.0,Albania,ALB,ALB,2020-07-27
0.385608,0.037466,0.460674,0.036586,178.0,Albania,ALB,ALB,2020-07-28
0.516447,0.042713,0.507246,0.042695,138.0,Albania,ALB,ALB,2020-07-29
0.516447,0.042713,0.507246,0.042695,138.0,Albania,ALB,ALB,2020-07-29
0.60998,0.044143,0.566929,0.043453,127.0,Albania,ALB,ALB,2020-07-30
0.394219,0.045316,0.425,0.044797,120.0,Albania,ALB,ALB,2020-07-31
0.544669,0.043278,0.529851,0.043182,134.0,Albania,ALB,ALB,2020-08-01
0.521842,0.041488,0.479452,0.041483,146.0,Albania,ALB,ALB,2020-08-02
0.513002,0.043688,0.561538,0.044008,130.0,Albania,ALB,ALB,2020-08-03
0.545046,0.038925,0.5,0.038767,166.0,Albania,ALB,ALB,2020-08-04
0.588773,0.046286,0.538462,0.045686,117.0,Albania,ALB,ALB,2020-08-05
0.465884,0.045949,0.470588,0.045921,119.0,Albania,ALB,ALB,2020-08-06
0.55029,0.043073,0.571429,0.043299,133.0,Albania,ALB,ALB,2020-08-07
0.514764,0.045778,0.475,0.045815,120.0,Albania,ALB,ALB,2020-08-08
0.514764,0.045778,0.475,0.045815,120.0,Albania,ALB,ALB,2020-08-08
0.573281,0.046284,0.560345,0.046122,116.0,Albania,ALB,ALB,2020-08-09
0.451613,0.044469,0.406504,0.045055,123.0,Albania,ALB,ALB,2020-08-10
0.544886,0.044509,0.519685,0.044364,127.0,Albania,ALB,ALB,2020-08-11
0.384643,0.045234,0.45082,0.044228,122.0,Albania,ALB,ALB,2020-08-12
0.449365,0.041264,0.462585,0.041168,147.0,Albania,ALB,ALB,2020-08-13
0.452883,0.047007,0.517544,0.046827,114.0,Albania,ALB,ALB,2020-08-14
0.40571,0.046375,0.448276,0.045789,116.0,Albania,ALB,ALB,2020-08-15
0.593045,0.047605,0.554545,0.047055,110.0,Albania,ALB,ALB,2020-08-16
0.544663,0.042041,0.528169,0.041939,142.0,Albania,ALB,ALB,2020-08-17
0.578608,0.049257,0.509615,0.048654,104.0,Albania,ALB,ALB,2020-08-18
0.578608,0.049257,0.509615,0.048654,104.0,Albania,ALB,ALB,2020-08-18
0.518506,0.043135,0.525926,0.043164,135.0,Albania,ALB,ALB,2020-08-19
0.564989,0.046119,0.533898,0.045833,118.0,Albania,ALB,ALB,2020-08-20
0.385878,0.042655,0.433824,0.041897,136.0,Albania,ALB,ALB,2020-08-21
0.497653,0.04668,0.561404,0.047036,114.0,Albania,ALB,ALB,2020-08-22
0.520405,0.045517,0.46281,0.045606,121.0,Albania,ALB,ALB,2020-08-23
0.448041,0.043504,0.454545,0.043449,132.0,Albania,ALB,ALB,2020-08-24
0.466241,0.046286,0.461538,0.046318,117.0,Albania,ALB,ALB,2020-08-25
0.663666,0.046042,0.591304,0.044249,115.0,Albania,ALB,ALB,2020-08-26
0.410063,0.043498,0.423077,0.043305,130.0,Albania,ALB,ALB,2020-08-27
0.567846,0.043835,0.546154,0.043615,130.0,Albania,ALB,ALB,2020-08-29
0.461134,0.049666,0.529412,0.049601,102.0,Albania,ALB,ALB,2020-08-31
0.660753,0.046042,0.591304,0.044343,115.0,Albania,ALB,ALB,2020-09-01
0.571487,0.047236,0.567568,0.047183,111.0,Albania,ALB,ALB,2020-09-02
0.804002,0.037431,0.820755,0.03874,106.0,Albania,ALB,ALB,2020-11-29
0.817719,0.041236,0.776699,0.038227,103.0,Albania,ALB,ALB,2020-12-04
0.810688,0.036845,0.84,0.039373,100.0,Albania,ALB,ALB,2020-12-05
0.759026,0.040191,0.777778,0.041345,108.0,Albania,ALB,ALB,2020-12-06
0.759026,0.040191,0.777778,0.041345,108.0,Albania,ALB,ALB,2020-12-06
0.754632,0.037343,0.810811,0.041028,111.0,Albania,ALB,ALB,2020-12-14
0.822875,0.034623,0.845455,0.036567,110.0,Albania,ALB,ALB,2020-12-16
0.822875,0.034623,0.845455,0.036567,110.0,Albania,ALB,ALB,2020-12-16
0.358585,0.028859,0.297619,0.030271,252.0,Algeria,DZA,DZA,2020-04-23
0.240307,0.019274,0.235052,0.019421,485.0,Algeria,DZA,DZA,2020-04-24
0.247723,0.022208,0.255814,0.021972,387.0,Algeria,DZA,DZA,2020-04-25
0.282051,0.021332,0.264019,0.021777,428.0,Algeria,DZA,DZA,2020-04-26
0.245022,0.019742,0.200969,0.02119,413.0,Algeria,DZA,DZA,2020-04-27
0.252424,0.019256,0.248016,0.019369,504.0,Algeria,DZA,DZA,2020-04-28
0.232195,0.019695,0.247401,0.019272,481.0,Algeria,DZA,DZA,2020-04-29
0.214672,0.019698,0.243697,0.018839,476.0,Algeria,DZA,DZA,2020-04-30
0.214672,0.019698,0.243697,0.018839,476.0,Algeria,DZA,DZA,2020-04-30
0.233167,0.027205,0.29682,0.02518,283.0,Algeria,DZA,DZA,2020-05-01
0.229498,0.026967,0.262172,0.025783,267.0,Algeria,DZA,DZA,2020-05-02
0.250577,0.017891,0.282334,0.017224,634.0,Algeria,DZA,DZA,2020-05-03
0.258845,0.01603,0.283186,0.015583,791.0,Algeria,DZA,DZA,2020-05-04
0.250791,0.015274,0.27262,0.014868,851.0,Algeria,DZA,DZA,2020-05-05
0.282363,0.015882,0.289216,0.015768,816.0,Algeria,DZA,DZA,2020-05-06
0.274051,0.01517,0.283126,0.015019,883.0,Algeria,DZA,DZA,2020-05-07
0.285289,0.014591,0.294057,0.014461,976.0,Algeria,DZA,DZA,2020-05-08
0.271391,0.015159,0.305946,0.014629,925.0,Algeria,DZA,DZA,2020-05-09
0.289578,0.01528,0.326617,0.014778,943.0,Algeria,DZA,DZA,2020-05-10
0.289578,0.01528,0.326617,0.014778,943.0,Algeria,DZA,DZA,2020-05-10
0.250887,0.015747,0.316934,0.014673,874.0,Algeria,DZA,DZA,2020-05-11
0.298123,0.015918,0.323699,0.015562,865.0,Algeria,DZA,DZA,2020-05-12
0.31842,0.01778,0.323232,0.017709,693.0,Algeria,DZA,DZA,2020-05-13
0.282147,0.016556,0.350962,0.015612,832.0,Algeria,DZA,DZA,2020-05-14
0.302961,0.014802,0.308718,0.014725,975.0,Algeria,DZA,DZA,2020-05-15
0.381557,0.014941,0.371538,0.01502,1047.0,Algeria,DZA,DZA,2020-05-16
0.331781,0.014947,0.346798,0.014787,1015.0,Algeria,DZA,DZA,2020-05-17
0.364938,0.014987,0.377268,0.014885,1047.0,Algeria,DZA,DZA,2020-05-18
0.366258,0.014963,0.371648,0.014918,1044.0,Algeria,DZA,DZA,2020-05-19
0.371073,0.015004,0.402245,0.014782,1069.0,Algeria,DZA,DZA,2020-05-20
0.371073,0.015004,0.402245,0.014782,1069.0,Algeria,DZA,DZA,2020-05-20
0.366373,0.015014,0.388626,0.014841,1055.0,Algeria,DZA,DZA,2020-05-21
0.416184,0.015923,0.432405,0.015843,969.0,Algeria,DZA,DZA,2020-05-22
0.371615,0.015571,0.423611,0.015228,1008.0,Algeria,DZA,DZA,2020-05-23
0.382908,0.016971,0.410226,0.016772,841.0,Algeria,DZA,DZA,2020-05-24
